Pct Low Inc,Diesel Conc,"NPL Site Count, wt by dist",Pct pre1960 Housing
0.756246026,4.853835065,0.072015695,0.832291357
0.561033856,1.480099619,0.054849841,0.555891886
0.719025124,4.885962304,0.074245295,0.880533111
0.492841393,4.472958332,0.055276647,0.761100499
0.830470379,4.859266707,0.07275146,0.605535246
0.441831375,4.457125212,0.054216284,0.881550465
0.495375163,2.01176229,0.081737053,0.552914737
0.558889533,1.464529137,0.053453575,0.562149344
0.709528278,4.743699732,0.070698465,0.774929051
0.256973069,4.470515249,0.05260596,0.847826087
0.672623042,4.848232197,0.072541085,0.933908655
0.72265686,4.977471026,0.075024917,0.83814139
0.619910904,4.96933477,0.074225008,0.853689485
0.674784858,4.675271237,0.069560815,0.92737155
0.563172955,4.637715134,0.069694594,0.861263033
0.480661445,4.730294882,0.071365944,0.782318607
0.507548931,4.453850166,0.051394019,0.749876537
0.726927787,4.672985252,0.06964,0.956012911
0.720152838,4.678732073,0.069680418,0.827876426
0.503292998,4.447784963,0.052147299,0.905299175
0.631144825,4.598988502,0.067495661,0.927007299
0.581847223,4.60639391,0.067401717,0.86864346
0.62495695,4.440528802,0.052643447,0.825934533
0.393021341,1.562137892,0.06456249,0.382551086
0.448944454,4.547913186,0.064793331,0.89293427
0.502344717,4.555315639,0.064797517,0.869005677
0.314822712,4.355931,0.047573228,0.67920355
0.538250445,4.584717086,0.065668418,0.919908919
0.344501819,4.390524595,0.050080791,0.948294723
0.496326177,4.526758709,0.062071303,0.812575174
0.493311797,4.41890781,0.051322288,0.818727258
0.399756776,4.500054877,0.060658672,0.796524743
0.440047408,4.428584391,0.051006409,0.723745792
0.478935106,4.518570965,0.060905562,0.882622628
0.4537898,4.436613529,0.050133433,0.832948596
0.609022149,4.563240762,0.06324425,0.850985704
0.328130105,4.429562277,0.050223127,0.621783497
0.166142354,4.398257208,0.048531303,0.823585919
0.577181892,4.525816932,0.061212018,0.850726394
0.626666811,4.513483484,0.059974925,0.777779103
0.412588046,4.408956947,0.049416855,0.860101955
0.603826795,4.489764072,0.059083091,0.798146012
0.388186557,4.382466928,0.049253704,0.864441216
1,4.405607038,0.054601515,1
0.380135014,4.383709557,0.048309148,0.892763558
0.477692815,4.352125746,0.046329978,0.752603187
0.283448147,4.369539749,0.047263191,0.741070966
0.20136129,4.38692333,0.048817993,0.82204896
0.184440025,4.394643648,0.053082764,0.882753547
0.218349054,4.384118481,0.051834722,0.761253725
0.178528226,4.392126838,0.051140487,0.808995091
0.127720689,4.372801146,0.050507394,0.838240067
0.3926983,4.411912566,0.052741122,0.640959873
0.69931295,4.46384774,0.050958148,0.889561648
0.532931671,4.506894071,0.052585368,0.641936191
0.321903789,1.584645023,0.058161857,0.124541908
0.432318267,1.563413764,0.055217925,0.237919509
0.218610334,1.505080163,0.052706889,0.410330569
0.3,1.189054406,0.073154453,0.5
0.108188976,0.880267916,0.090102094,0.408222307
0.223463605,5.417304178,0.327292067,0.702219452
0.672768879,5.03524118,0.227866725,0.701923077
0.1363436,5.336629315,0.39011252,0.974526754
0.178819208,5.317667128,0.407656098,0.961146539
0.132343561,5.305566695,0.425728926,0.794716132
0.058746396,5.274790347,0.50201073,0.90971771
0.181282597,2.264259427,0.554942933,0.485072504
0.200549451,2.280330574,0.469632133,0.222748815
0.517133487,2.351453527,0.334493487,0.410679612
0.39840667,2.284284355,0.383638007,0.494030486
0,1.697309276,0.35691187,0
0.474556693,4.924049798,0.192272293,0.871642925
0.082082369,2.443583285,0.279594713,0.433066386
0.518675562,4.748801985,0.168483479,0.680317235
0.780057508,5.355359208,0.296980737,0.909529956
0.819088436,5.281790278,0.33686399,0.93853211
0.169989048,4.49185069,0.140903642,0.939080056
0.037530535,2.240929492,0.391890445,0.202849475
0.252242119,5.214232123,0.420158123,0.717332648
0.151657859,4.418927066,0.131790334,0.620298036
0.168893298,5.199710824,0.439198419,0.798459993
0.273169769,4.464327328,0.130104633,0.904298363
0.234513274,2.239060405,0.530549666,0.582191781
0.082619339,1.381461677,0.120961282,0.473011364
0.352645921,5.212642955,0.588981793,0.833150545
0.168972057,5.230621446,0.668732462,0.896318498
0.120875341,2.248588689,0.677119957,0.454829511
0.120085363,1.441831258,0.116758925,0.589488063
0.08748939,5.253027599,0.756252809,0.932841072
0.115298507,1.523011942,0.108791577,0.449056604
0.168332052,5.181445724,0.713543245,0.60787172
0.093516699,5.262020654,0.737321944,0.864761868
0.065426573,4.48682845,0.104568483,0.693267756
0.156184998,2.198734788,0.810599096,0.562091814
0.240831296,1.489678546,0.099756568,0.260652765
0.100436406,1.462209512,0.09799211,0.471738687
0.224054794,4.639421739,0.444192878,0.646132966
0.201131162,4.540121504,0.096899415,0.64171455
0.188677091,1.515110972,0.094295642,0.496502115
0.121046578,1.516008177,0.090843918,0.355578728
0.284634956,4.786874238,0.102916487,0.770782855
0.413311102,5.113015069,0.749726685,0.733132721
0.297110038,4.753726586,0.107274601,0.826434668
0.387828552,4.782001733,0.112330067,0.854141579
0.176629454,5.244208068,1.041958653,0.770661545
0.419930083,4.725190358,0.120535727,0.941309081
0.188406111,5.240934051,1.63064063,0.885285182
0.280055928,4.617310187,0.128012812,0.86645515
0.079414146,5.240301262,1.227342166,0.91371337
0.511333091,4.658306911,0.136354496,0.906020267
0.143159753,5.241617979,1.027269885,0.753946807
0.359208498,1.69771243,0.144818726,0.555844635
0.406732078,5.227950227,0.972957398,0.915606965
0.69848722,4.826562855,0.157306205,0.987361769
0.671309167,4.91267824,0.167078499,0.908495495
0.097817442,5.234195667,2.432862591,0.893304183
0.543059597,4.945340015,0.178208904,0.908859379
0.158548645,5.242466567,5.358358881,0.800529962
0.585384393,4.961199911,0.192827438,0.885289463
0.541711983,4.973864212,0.207799329,0.774890552
0.521089442,4.997949974,0.227756215,0.889274672
0.543899841,5.0246196,0.263152208,0.78530491
0.720764432,5.151668868,0.71017978,0.872705227
0.561001422,4.993149545,0.226496362,0.851575749
0.664500693,4.96819945,0.210762911,0.699245257
0.57341038,4.967256069,0.200501796,0.81981467
0.515671472,4.968996628,0.189954941,0.847398234
0.577349507,4.969825278,0.200170483,0.874103921
0.74747665,4.962358366,0.185805933,0.825926143
0.67584957,4.954734809,0.17309359,0.849498305
0.414771073,5.100026821,0.317703626,0.903609127
0.58494856,4.953507789,0.162408355,0.931830093
0.630105041,4.979806022,0.155911584,0.921522375
0.722117607,4.969022497,0.166604455,0.911405174
0.64385935,4.969026,0.17678543,0.8301744
0.682213758,4.953382504,0.196244839,0.78787792
0.722446577,4.960392825,0.185810644,0.854885778
0.620249757,4.966070852,0.171830775,0.786641148
0.585740765,4.986593892,0.154836006,0.741260582
0.357361555,5.24477771,0.62921858,0.749511248
0.744034597,4.986697773,0.152087676,0.816747573
0.254804921,5.230304885,1.008720834,0.798182955
0.791284404,5.004923669,0.142450784,1
0.245631018,5.228405434,0.842902505,0.762935668
0.622923889,4.93346494,0.155281079,0.854845341
0.594446809,4.934481014,0.140092367,0.856352145
0.574363281,2.210749773,0.72468032,0.469809956
0.413858567,5.015516037,0.134772066,0.821336761
0.175483576,5.199297763,0.567889144,0.848386845
0.276350857,5.185329441,0.497190758,0.896323445
0.434365203,4.913015956,0.134446579,0.907921969
0.186027818,5.193520612,0.614198437,0.891744318
0.448107859,5.081843937,0.130285759,0.881532508
0.117795753,5.195382948,0.64658781,0.863563189
0.289494847,4.993714266,0.128127907,0.895546044
0.079043376,5.198308007,0.652961842,0.759592322
0.296952186,5.320874387,0.120919429,0.94306356
0.221101294,5.198593079,0.63494158,0.931246531
0.300248293,5.290969304,0.113877516,0.87138515
0.244155261,5.199629791,0.567765311,0.884979332
0.377254572,5.435867208,0.111580505,0.917720039
0.14960148,5.198604917,0.486805465,0.661687817
0.332363306,5.402872851,0.112699594,0.905948062
0.325479707,5.202144853,0.43663749,0.86541584
0.412309355,5.162720339,0.389761188,0.769112401
0.445851365,5.104434864,0.350755628,0.754845481
0.078572017,5.469076079,0.107031107,0.769667235
0.139106279,5.15011175,0.382958974,0.814636847
0.067534603,5.469356975,0.105480221,0.885771582
0.127931949,5.169150677,0.429307443,0.935113214
0.254861647,5.341559552,0.101751886,0.652442698
0.09148772,5.171691188,0.456165354,0.927835498
0.051383655,5.171660411,0.47181052,0.98198253
0.045762001,5.168596623,0.461136661,0.964784281
0.099746331,5.158621516,0.435295567,0.935634647
0.321910948,5.252300959,0.104548184,0.872537514
0.183276515,5.170223237,0.427358333,0.890821998
0.157685978,5.014144393,0.096747865,0.746546648
0.240561112,5.154900062,0.372579513,0.967967807
0.17027027,2.104569638,0.087779245,0.124513619
0.052247691,5.148530384,0.381421192,0.919285934
0.146074538,5.453035213,0.109010854,0.897733602
0.163482678,5.143149991,0.36362299,0.966428571
0.079423403,2.289318199,0.087569965,0.40802213
0.319307955,5.082516544,0.312102199,0.83185697
0.250200245,5.409196347,0.097439206,0.84419549
0.121551414,5.029417933,0.266227498,0.804464356
0.245775535,5.405548905,0.095398918,0.857882171
0.255417488,2.306068883,0.08844634,0.498935226
0,4.968055883,0.252774556,1
0.2403125,2.298231873,0.087219419,0.582576752
0.303580219,5.408922418,0.094307829,0.705000915
0.281587153,2.173777197,0.371483533,0.274448412
0.536032037,5.414162236,0.095524151,0.824148064
0.118571516,5.190240739,0.365350693,0.920388738
0.54210806,5.478083959,0.102741008,0.817987709
0.156100292,5.223412249,0.321420364,0.872399783
0.242235138,5.47011417,0.103263908,0.959459459
0.675513591,5.27157348,0.311322736,0.778805564
0.233091591,5.494276509,0.106791575,0.949035813
0.269946809,5.259189675,0.286395477,0.770186335
0.26799408,5.519047043,0.110272315,0.785206329
0.541551574,5.506372149,0.118148165,0.767638781
0.459459498,5.244026047,0.392522027,0.938519392
0.567441908,5.042612757,0.135465778,0.806942327
0.460755056,2.183393333,0.384803676,0.486599473
0.507883445,5.034194535,0.127072911,0.724629132
0.294333769,5.212428995,0.28481269,0.911934689
0.479578998,5.443001517,0.12188145,0.863059997
0.192561766,5.172864997,0.296471374,0.906465899
0.352505751,5.518435345,0.113429509,0.848271546
0.187881756,5.153944168,0.317811662,0.844348926
0.362414433,5.52037108,0.11525978,0.881661704
0.19124944,5.108979943,0.285674503,0.934264567
0.286506998,5.51966529,0.117438433,0.8353814
0.289073711,2.106523611,0.307511703,0.489128354
0.219930562,5.508278748,0.119099265,0.950446331
0.187974568,5.105307938,0.313800584,0.78628194
0.261720156,5.389179374,0.121582408,0.783577642
0.135250697,5.101742051,0.325341486,0.885497965
0.310149173,5.223079234,0.12553394,0.82936944
0.422050905,5.027728096,0.130412553,0.76707772
0.42261483,5.302877787,0.292807469,0.840722496
0.613336856,5.035746368,0.135364723,0.880477471
0.391984561,4.924845495,0.243599623,0.840479878
0.773759873,5.019963934,0.143586382,0.876545979
0.305557208,5.022217486,0.283715289,0.860876212
0.627065886,5.005748431,0.147369274,0.655056702
0.472736465,4.930968157,0.248687814,0.812574568
0.715700778,4.989148354,0.152905585,0.870764869
0.483107506,4.874169338,0.224494557,0.898865213
0.673435862,4.970460975,0.159449434,0.869958467
0.4267372,4.882301519,0.224099463,0.84104652
0.692732274,1.959275657,0.166524333,0.599619337
0.640368446,4.950144529,0.176220448,0.784094204
0.582880318,4.93473359,0.184770796,0.755533623
0.434997898,4.964786418,0.241884258,0.858385199
0.603672557,4.922269538,0.167129335,0.769939253
0.302789066,4.983088892,0.233375682,0.853261299
0.717410994,4.934915391,0.16316654,0.890140771
0.383363141,5.075881066,0.260365971,0.713379966
0.731699301,4.944160847,0.15861361,0.694254005
0.401300611,5.028925413,0.393300873,0.709288248
0.661450811,4.961433167,0.151083893,0.719385421
0.553632676,2.080689951,0.444745805,0.509051775
0.579746929,4.982810575,0.145706173,0.700391067
0.552311389,5.004136965,0.140703498,0.615950881
0.48307769,5.024644751,0.135363296,0.613494391
0.387703447,4.957725325,0.426696122,0.608389122
0.493171858,2.043364262,0.128565576,0.538145361
0.428940902,4.902026073,0.419579487,0.81524042
0.507415829,5.078480715,0.118218733,0.949797274
0.315504592,4.885600155,0.210292748,0.887339647
0.510369071,5.485253946,0.110917454,0.792754466
0.392139868,4.861863453,0.201352948,0.818263608
0.355651142,5.339908635,0.117403853,0.893437314
0.454003583,4.861492573,0.197564565,0.938341501
0.643414512,5.188405663,0.121213232,0.884762888
0.53560185,4.850205335,0.221169524,0.621375366
0.439360334,5.545399125,0.115334494,0.86557955
0.297104685,4.853874382,0.255132362,0.696112108
0.413764733,5.500598803,0.108696399,0.797542947
0.715447301,4.931044904,0.288132806,0.893837516
0.515348204,5.499920855,0.106284709,0.912225929
0.580328691,1.835319347,0.334139971,0.528995337
0.444075238,5.490542972,0.103637811,0.859951298
0.680469716,1.811255865,0.295204212,0.55396619
0.838226828,1.810314615,0.320584627,0.536971831
0.383699749,5.531003624,0.109494045,0.883537938
0.454879157,1.802586616,0.26792401,0.564889648
0.19540728,5.538417556,0.113564059,0.89044831
0.408823529,4.807686584,0.242568693,0.702497286
0.486761907,5.508130518,0.10649368,0.882329987
0.511742322,4.817183333,0.226507739,0.791993944
0.230727038,5.489585025,0.102788875,0.91189695
0.325068989,4.829650544,0.207805623,0.939220291
0.440388045,5.472095034,0.099217846,0.921048717
0.459792969,4.830771562,0.193153978,0.932857175
0.358441227,5.418362105,0.093073897,0.732542884
0.309346917,1.798191507,0.185505089,0.461991835
0.353569147,5.45231304,0.096444942,0.861039603
0.420935255,4.801974705,0.198105399,0.866447617
0.433545824,5.475931185,0.100088331,0.904112272
0.347207496,4.790639585,0.213985892,0.919221661
0.608889431,5.470278591,0.100487752,0.85396867
0.555393353,4.774761654,0.234246114,0.819597701
0.465604245,5.418514211,0.094669114,0.689639093
0.287408662,4.761227523,0.259700599,0.853004512
0.229770941,2.308152731,0.086394278,0.494145641
0.511456447,1.762497499,0.291672196,0.586198685
0.335979695,2.29128091,0.085927253,0.545193075
0.689606601,1.77381933,0.321370778,0.430003297
0.426605008,5.407678089,0.093399619,0.796305254
0.260115607,4.797599749,0.385768604,1
0.672023375,4.783444237,0.35279713,0.818414322
0.267498713,5.279504206,0.084861845,0.697152871
0.499652053,4.745946289,0.337497295,0.608658009
0.601278204,5.397454347,0.091677778,0.79161405
0.631575898,4.731233847,0.306244585,0.643406819
0.51476411,5.385006476,0.090404164,0.721300445
0.396785198,4.728790744,0.270863933,0.721297263
0.344182765,2.241763888,0.08376513,0.500882948
0.571544719,1.738054608,0.245513911,0.576119034
0.27660618,2.191822043,0.080469099,0.392123288
